	62	70	91	99	166	187	210	231	233	258	282	284	306	319	325	347	358	418	450	466	482	515	570	593	604	608	617	621	640	688	693	703	705	713	715	733	854	858	871	872	891	909	914	934	981	983	989	1001	1002	1007	1016	1043	1048	1049	1076	1078	1082	1158	1162	1184	1191	1195	1212	1264	1276	1284	1285	1295	1297	1306	1316	1319	1322	1324	1328	1343	1344	1345	1346	1366	1379	1385	1387	1390	1393	1397	1398	1406	1408	1409	1421	1422	1424	1431	1435	1437	1442	1445	1449	1451	1455	1458	1459	1461	1468	1473	1474	1475	1479	1489	1492	1493	1495	1499	1500	1502	1503	1504	1505	1507	1512	1513	1516	1520	1529	1530	1531	1532	1533	1538	1540	1541	1542	1543	1544	1545	1546	1548	1549	1550	1551	1554	1558	1559	1560	1561	1562	1564	1565	1566	1569	1572	1574	1579	1580	1582	1583	1584	1587	1588	1591	1595	1605	1606	1610	1611	1612	1613	1614	1615	1617	1620	1624	1625	1626	1628	1629	1631	1632	1637	1638	1643	1646	1647	1648	1651	1654	1655	1657	1665	1667	1669	1670	1671	1675	1677	1678	1680	1681	1683	1686	1688	1689	1690	1691	1692	1694	1695	1697	1698	1699	1700	1705	1706	1707	1711	1712	1714	1717	1718	1720	1721	1724	1726	1728	1729	1731	1732	1735	1736	1738	1749	1750	1751	1752	1754	1755	1756	1757	1758	1760	1761	1763	1764	1765	1766	1768	1770	1773	1774	1775	1777	1780	1782	1784	1786	1787	1789	1790	1791	1792	1793	1794	1795	1796	1797	1799	1800	1801	1802	1803	1804	1805	1806	1809	1811	1812	1816	1817	1818	1819	1820	1821	1822	1825	1827	1828	1829	1830	1831	1832	1833	1835	1836	1837	1838	1839	1840	1841	1842	1843	1844	1845	1846	1847	1849	1850	1852	1853	1854	1855	1856	1857	1858	1860	1861	1863	1864	1867	1868	1869	1870	1871	1872	1874	1875	1876	1877	1878	1879	1880	1881	1882	1883	1884	1885	1886	1887	1888	1889	1890	1891	1892	1893	1894	1895	1896	1897	1898	1899	1900	1901	1902	1903	1904	1905	1906	1907	1908	1909	1910	1911	1912	1913	1914	1915	1916	1917	1918	1919	1920	1922	1924	1925	1926	1927	1929	1930	1931	1932	1933	1934	1935	1936	1937	1938	1939	1940	1941	1942	1943	1944	1945	1946	1947	1948	1949	1950	1951	1952	1953	1954	1955	1956	1957	1958	1959	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	4	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	4	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	2	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	1	0	0	1	0	0	2	3	2	2	1	2	1	1	0	1	1	0	1	0	1	3	0	4	2	1	0	3	3	0	7	0	2	0	0	2	2	2	1	1	0	0	1	1	0	0	2	3	5	1	0	3	1	0	1	1	1	3	0	0	2	0	4	3	0	0	1	0	0	0	0	3	2	1	0	1	0	0	1	0	1	0	0	2	0	0	1	1	0	2	0	1	2	2	0	0	1	0	1	2	0	1	1	0	0	3	0	0	0	0	0	1	0	1	0	0	2	1	1	1	0	0	0	1	0	0	1	0	1	2	0	3	8	2	2	0	0	1	2	1	0	0	0	0	0	0	1	1	0	1	3	0	3	0	0	0	1	1	1	1	4	0	1	0	1	0	1	0	0	1	0	4	0	0	0	2	0	2	0	1	2	2	3	0	0	0	1	0	0	4	0	2	1	1	2	1	0	0	1	0	0	1	0	0	3	2	1	0	0	2	8	0	0	0	1	0	1	0	1	0	0	0	0	4	0	0	0	0	0	2	1	2	0	1	0	1	1	1	0	2	0	0	1	0	0	0	1	0	1	1	0	4	0	0	0	1	2	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	2	1	1	2	2	0	3	0	0	0	0	1	1	1	0	0	0	0	1	2	2	2	1	0	0	4	0	0	0	0	0	5	1	0	1	1	1	0	0	0	0	0	0	1	2	0	3	0	1	1	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	3	0	0	0	1	0	0	1	1	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	4	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0
99	1	0	1	0	1	0	2	6	0	2	9	8	13	2	1	7	3	0	0	0	2	3	1	3	2	1	0	5	0	5	4	0	5	2	0	15	8	8	2	4	5	0	0	2	0	1	3	8	5	1	1	8	2	0	4	2	1	2	0	0	8	0	8	1	0	0	1	5	4	0	2	12	2	1	4	0	0	1	2	1	6	5	1	8	1	2	4	5	0	5	2	0	1	6	3	0	1	0	4	1	0	0	13	1	0	0	1	0	0	0	1	0	2	0	0	0	0	2	2	7	0	0	2	0	0	1	1	2	0	2	0	3	1	1	0	3	0	3	7	0	2	0	0	1	0	1	2	1	1	2	5	0	3	2	2	1	3	5	1	0	0	0	11	3	1	0	0	3	1	7	1	2	0	0	7	2	0	0	0	7	3	4	7	0	0	2	7	3	3	5	0	2	1	1	5	0	7	4	1	2	0	3	0	0	1	0	0	0	1	3	6	0	0	0	1	0	0	0	2	0	0	1	2	3	0	1	0	1	0	0	2	1	1	1	0	8	3	1	0	15	0	0	1	0	0	3	0	0	2	1	0	3	0	8	0	4	2	0	0	9	0	0	4	1	2	3	3	2	8	0	0	3	3	1	0	1	1	1	0	3	0	0	1	1	1	1	0	0	1	1	1	6	5	1	3	2	2	0	3	0	3	1	0	7	1	2	0	1	3	0	1	2	4	6	7	4	4	0	2	2	0	0	0	0	0	0	0	0	3	0	9	0	2	0	0	0	1	2	0	0	3	0	0	0	1	2	3	1	1	3	0	1	2	1	3	1	0	0	4	0	0	2	0	2	1	0	1	2	0	0	0	1	0	0	1	0	0	0	0	0	0	1	5	0	0	0	4	0	2	5	1	0	0	6	0	1	0	2	4	0	0	7	0	0	1	0	0	5	1	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	1	1	0	0	3	0	0	2	0	1	0	2	0	0	0	4	0	0	0	0	2	0
166	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	4	0	0	0	1	2	0	0	0	0	1	1	0	1	0	2	0	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	4	0	0	1	4	0	0	0	0	4	1	0	0	2	0	1	0	0	2	0	0	2	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	2	2	0	1	0	2	0	0	1	0	2	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	3	1	0	0	0	0	0	2	0	0	2	0	0	1	1	0	1	1	0	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	1	0	1	2	0	1	0	1	1	0	0	1	1	0	1	2	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0
187	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	1	0	3	0	0	0	3	0	2	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	12	0	9	0	0	0	5	0	0	7	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	5	0	0	0	1	4	0	0	0	0	2	1	0	3	0	0	1	0	0	6	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	3	2	0	0	1	1	5	0	7	3	0	0	4	1	0	0	0	0	3	1	0	0	0	0	1	1	0	3	0	0	0	1	0	1	0	0	1	1	0	0	2	1	0	0	0	1	0	2	0	0	1	0	2	0	2	1	0	2	0	2	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	1	0	1	0	1	1	1	0	0	2	0	1	1	1	0	0	0	1	1	0	1	2	4	4	2	0	0	0	1	1	0	1	0	0	3	1	0	2	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	4	1	0	2	0	1	0	0	1	3	1	0	0	1	3	0	1	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	2	1	1	1	0	0	0	0	0	5	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
210	2	0	0	0	0	0	0	1	0	1	0	4	1	1	0	1	1	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	2	0	0	1	2	2	0	1	0	0	0	0	0	0	0	3	0	1	0	3	1	0	1	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	1	0	2	0	0	1	0	0	3	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
231	1	0	0	3	0	1	3	0	0	3	6	10	7	1	0	2	1	0	3	0	2	3	0	6	0	1	3	6	1	1	3	0	5	1	0	5	5	1	1	2	0	0	0	0	0	0	0	2	1	0	1	9	4	0	1	0	1	0	0	0	3	0	6	0	0	0	0	0	0	0	0	13	0	1	0	0	2	0	2	2	2	4	0	2	0	0	1	1	1	1	1	1	2	0	0	0	0	0	0	1	0	1	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	2	4	1	0	0	0	1	2	0	0	0	0	1	0	1	3	0	0	1	8	0	0	1	2	0	1	9	0	0	3	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	4	0	2	0	0	0	0	3	0	0	3	2	1	3	0	0	0	0	1	1	0	0	0	0	6	0	0	0	4	0	0	0	2	0	0	0	1	3	1	0	0	4	0	0	0	0	0	1	0	0	0	1	0	12	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	4	0	0	2	1	0	4	2	3	2	0	0	1	2	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	3	3	3	0	2	0	9	0	0	0	0	0	3	0	2	0	0	0	0	1	1	0	7	1	0	3	0	4	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	2	0	1	0	0	0	0	0	6	1	0	1	5	0	0	0	0	0	1	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0
233	0	0	0	1	0	0	1	1	0	2	0	4	0	1	1	1	1	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	2	1	0	5	4	1	0	0	1	0	0	1	0	0	2	1	1	0	1	0	2	0	2	2	0	1	0	0	0	0	2	0	1	0	1	0	1	0	2	1	1	0	0	0	0	0	2	0	0	1	0	2	0	0	1	1	1	0	0	1	0	1	0	0	1	0	3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	2	0	0	0	2	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	2	0	1	1	1	0	0	0	0	0	3	1	0	0	0	0	0	3	0	0	0	1	1	1	1	0	0	1	2	0	0	1	2	0	1	0	1	2	1	1	0	1	2	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	6	0	0	2	1	2	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
